,YEAR,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,ValueARG,VolumeARG
8227.00,2011/1/0/0,,ANV,9.10,6.80,660000000000.00,600600000000.00,378901890.00,234052740990.00,250554817485.00,125511996791.00,45467098630.00,477688892885.00,290956804729.00,328087712668.00,0.75,1005131100.00,108384.00
8228.00,2011/1/0/0,,APC,13.30,14.00,114480000000.00,152258400000.00,10023370563.00,15003597513.00,30448427942.00,2391823951.00,5500000000.00,40617687599.00,843641918.00,10398647309.00,1.05,824220200.00,62732.00
8229.00,2011/1/0/0,,ASM,34.00,21.00,397362020000.00,1351030868000.00,31661205048.00,182020214474.00,229750414652.00,195574018827.00,0.00,304754821061.00,345948672538.00,601435498161.00,0.62,1022221800.00,30366.00
8230.00,2011/1/0/0,,BBC,13.90,10.70,154207820000.00,214348869800.00,7111831056.00,160359365013.00,210109153865.00,79875924818.00,25000000000.00,53350696634.00,135186047608.00,141316008487.00,0.77,336367400.00,22757.00
8231.00,2011/1/0/0,,BMC,25.90,24.00,82618200000.00,213981138000.00,6443903904.00,38961545642.00,44443725731.00,70218991759.00,10600000000.00,2499544800.00,11269186871.00,30652470327.00,0.93,714862200.00,27113.00
8232.00,2011/1/0/0,,BMP,38.20,34.00,348763720000.00,1332277410400.00,57970382307.00,272201619165.00,372565662555.00,219124625662.00,15840909091.00,201091400882.00,337078338941.00,199040699113.00,0.89,1079465900.00,27809.00
8233.00,2011/1/0/0,,BTT,19.00,20.10,88000000000.00,167200000000.00,6733862718.00,56882518810.00,82476767109.00,59827649789.00,340700000.00,32902194980.00,34555641285.00,36024941598.00,1.06,1001626300.00,48650.00
8234.00,2011/1/0/0,,C47,12.30,8.80,80000000000.00,98400000000.00,6622399597.00,317262292111.00,361859817115.00,113693665651.00,0.00,609239063954.00,170164832763.00,816888153756.00,0.72,125696600.00,9852.00
8235.00,2011/1/0/0,,CDC,18.00,10.60,124657150000.00,224382870000.00,6092971405.00,64304095736.00,76309009466.00,14029571058.00,24331249600.00,197782726467.00,329842618601.00,353562931655.00,0.59,119608600.00,6702.00
8236.00,2011/1/0/0,,CII,34.50,16.70,751410000000.00,2592364500000.00,77893095868.00,8505510410.00,50067418442.00,163029181382.00,594312083274.00,526119774880.00,141308794999.00,888494933637.00,0.48,3629765900.00,107635.00
8237.00,2011/1/0/0,,CMG,13.70,8.60,635362670000.00,870446857900.00,5869092351.00,727106867289.00,821418753039.00,73574380795.00,12830225000.00,665776384117.00,428386176443.00,892978195233.00,0.63,344653900.00,24621.00
8238.00,2011/1/0/0,,CSM,17.20,12.60,422498370000.00,726697196400.00,7604280541.00,620191182409.00,663271956091.00,101281617098.00,20000000000.00,348936287064.00,707122939544.00,703719651733.00,0.73,1038331300.00,59354.00
8239.00,2011/1/0/0,,CTD,53.00,38.40,307500000000.00,1629750000000.00,45355345571.00,795085130511.00,862831325339.00,318924675833.00,5909883800.00,562106272107.00,281724483783.00,596345951313.00,0.72,1068885800.00,20594.00
8240.00,2011/1/0/0,,CTI,29.80,17.20,150000000000.00,447000000000.00,2461229486.00,36255839936.00,50799068272.00,17908575615.00,0.00,176892041210.00,131872848064.00,259713115225.00,0.58,619617700.00,21141.00
8241.00,2011/1/0/0,,D2D,24.30,17.30,107000000000.00,260010000000.00,16969213479.00,11916615497.00,33751390396.00,22696661728.00,154900000000.00,102324498243.00,55510751126.00,219434576402.00,0.71,138562600.00,5596.00
8242.00,2011/1/0/0,,DBC,15.10,13.40,436111000000.00,658527610000.00,12412885830.00,628539815933.00,684937224187.00,495051543412.00,0.00,471354301566.00,717635335890.00,987287318845.00,0.89,1626049000.00,103340.00
8243.00,2011/1/0/0,,DCL,21.40,17.00,99136920000.00,212153008800.00,14876045926.00,143108574239.00,188617842920.00,9911063757.00,0.00,358640886507.00,228434337646.00,544833212601.00,0.79,244094800.00,11698.00
8244.00,2011/1/0/0,,DHA,14.20,13.40,151199460000.00,214703233200.00,11039138065.00,28022630876.00,46858499460.00,13764108785.00,33463559433.00,34783006535.00,38719085148.00,57353283399.00,0.94,178762000.00,12862.00
8245.00,2011/1/0/0,,DHC,10.20,8.80,149999080000.00,152999061600.00,6100760980.00,92215509963.00,116195681270.00,19892924926.00,0.00,46145738054.00,154896416676.00,255121158084.00,0.86,204665300.00,20396.00
8246.00,2011/1/0/0,,DHG,125.00,59.50,269129620000.00,3364120250000.00,88132217475.00,301449469242.00,579311801124.00,614227365393.00,0.00,485351153615.00,417805003718.00,478895546103.00,0.48,1808881000.00,15102.00
8247.00,2011/1/0/0,,DIG,22.80,16.30,1000000000000.00,2280000000000.00,23089016506.00,113816662158.00,164408001290.00,357632342191.00,132500000000.00,992800552936.00,1053070921501.00,1070148805403.00,0.71,3531609900.00,150890.00
8248.00,2011/1/0/0,,DLG,31.00,22.00,320098270000.00,992304637000.00,16172586899.00,167995616993.00,203833866711.00,252510513003.00,51103707554.00,622864820609.00,317680751548.00,916455017561.00,0.71,5442774100.00,184292.00
8249.00,2011/1/0/0,,DMC,21.70,23.70,178093360000.00,386462591200.00,17509761517.00,167159250373.00,249573499432.00,30056534338.00,0.00,193927481315.00,174078332196.00,206758602111.00,1.09,230018800.00,10715.00
8250.00,2011/1/0/0,,DPM,35.50,33.00,3800000000000.00,13490000000000.00,641292970469.00,1181500561467.00,2032037174346.00,4371434669195.00,57000000000.00,287267035628.00,708306605370.00,1093364265779.00,0.93,8125780400.00,228298.00
8251.00,2011/1/0/0,,DPR,56.00,56.00,430000000000.00,2408000000000.00,152897133757.00,275068581056.00,441539635421.00,659519480012.00,36910565644.00,139419202122.00,45252750929.00,443993818515.00,1.00,1174582500.00,19950.00
8252.00,2011/1/0/0,,DQC,17.40,16.00,244246790000.00,424989414600.00,5014135807.00,78075526504.00,101293677335.00,60444020194.00,13006515800.00,1067555867396.00,318649075427.00,933306105358.00,0.92,1718482400.00,96862.00
8253.00,2011/1/0/0,,DRC,28.50,20.30,307692480000.00,876923568000.00,40672883659.00,486060356843.00,574608214460.00,95207746591.00,0.00,347676004349.00,469121418942.00,400977405196.00,0.71,668086300.00,23406.00
8254.00,2011/1/0/0,,DRH,6.80,4.60,183997020000.00,125117973600.00,583238280.00,4133704927.00,4099508709.00,2198177479.00,8289064840.00,44153170802.00,0.00,28578158300.00,0.68,208449900.00,32195.00
8255.00,2011/1/0/0,,DSN,21.20,21.50,84500000000.00,179140000000.00,13317422484.00,13997091398.00,34040791681.00,28013700855.00,0.00,4434307555.00,514456106.00,6017384920.00,1.01,241408600.00,11439.00
8256.00,2011/1/0/0,,DTA,7.60,5.10,100000000000.00,76000000000.00,899868202.00,9059055722.00,11173012633.00,17044420145.00,0.00,26994920334.00,162705460105.00,110876364441.00,0.67,147166600.00,19056.00
8257.00,2011/1/0/0,,DTL,19.50,18.50,484974700000.00,945700665000.00,0.00,560877690183.00,711330551015.00,33936446235.00,2000000000.00,128329847645.00,1055124305835.00,829153772740.00,0.95,681480700.00,34913.00
8258.00,2011/1/0/0,,DVP,39.00,40.50,200000000000.00,780000000000.00,34876257889.00,48858166601.00,84623058250.00,97443570684.00,111000000000.00,86812641186.00,5609883811.00,51025873888.00,1.04,995139400.00,25840.00
8259.00,2011/1/0/0,,DXG,23.50,22.70,160000000000.00,376000000000.00,19873060872.00,46505020627.00,95726091862.00,143042157657.00,0.00,235465919213.00,61758805099.00,349808581564.00,0.97,2154815200.00,91041.00
8260.00,2011/1/0/0,,DXV,7.80,5.80,99000000000.00,77220000000.00,1345006115.00,112334325487.00,114153438982.00,50741304623.00,426412272.00,71826242805.00,29762251050.00,203045404032.00,0.74,176726400.00,21681.00
8261.00,2011/1/0/0,,ELC,33.00,29.30,293000000000.00,966900000000.00,30654998502.00,33238518216.00,85887710428.00,245904239090.00,11878052264.00,547389221760.00,159966601578.00,606548238383.00,0.89,2766017600.00,77957.00
8262.00,2011/1/0/0,,FDC,25.80,26.80,202273080000.00,521864546400.00,7758084757.00,116715935502.00,154773466080.00,13229514767.00,11488461222.00,171367996142.00,231993629920.00,358051828112.00,1.04,270028300.00,10273.00
8263.00,2011/1/0/0,,FMC,12.30,10.30,80000000000.00,98400000000.00,4047683086.00,289813826298.00,299077599128.00,200375960285.00,0.00,74547950351.00,148494026329.00,403415601236.00,0.84,119887300.00,9950.00
8264.00,2011/1/0/0,,FPT,52.00,55.50,1934805170000.00,10060986884000.00,416327420333.00,9038265555939.00,10199095223055.00,1979760096179.00,338637987299.00,3345692557036.00,2462210604939.00,5164567334791.00,1.07,8014924500.00,157359.00
8265.00,2011/1/0/0,,GIL,22.40,26.20,127745880000.00,286150771200.00,16777208302.00,89809047934.00,118980228635.00,20900448909.00,213904178889.00,118758104186.00,101195780426.00,239627013967.00,1.17,218553300.00,10065.00
8266.00,2011/1/0/0,,GMD,28.30,25.40,1000000000000.00,2830000000000.00,37000365139.00,411062571414.00,488821477763.00,410864745227.00,965290199874.00,633681882300.00,67636107452.00,1122092288253.00,0.90,6603679800.00,231233.00
8267.00,2011/1/0/0,,HAG,42.20,34.70,4672805900000.00,19719240898000.00,439602874000.00,373411137000.00,717105988000.00,2489107241000.00,81783240000.00,4883091613000.00,3997235871000.00,6715118300000.00,0.82,15860898900.00,370062.00
8268.00,2011/1/0/0,,HBC,30.80,28.50,207881660000.00,640275512800.00,32288968945.00,499482892489.00,570777933126.00,546014877410.00,22271385415.00,1085309911437.00,182203245622.00,1775728439967.00,0.93,2242392100.00,72676.00
8269.00,2011/1/0/0,,HDC,27.00,17.30,200000000000.00,540000000000.00,29637598047.00,72815129827.00,102761930615.00,47978587652.00,4136559500.00,266259560212.00,659748927472.00,453296675911.00,0.64,221146300.00,8016.00
8270.00,2011/1/0/0,,HDG,30.80,17.10,202500000000.00,623700000000.00,12257928184.00,15082668154.00,24939764620.00,43286509320.00,251306235100.00,338002834830.00,591630851428.00,881892803101.00,0.56,160430100.00,3715.00
8271.00,2011/1/0/0,,HMC,12.60,10.80,210000000000.00,264600000000.00,55758302540.00,2074182954882.00,2125280588468.00,66078764597.00,0.00,577765289341.00,277077949151.00,845793673664.00,0.86,250688800.00,19737.00
8272.00,2011/1/0/0,,HPG,35.20,29.70,3178497600000.00,11188311552000.00,553164711859.00,3758058131642.00,4747506517541.00,1599476490896.00,203000000000.00,2070681582846.00,5270673958978.00,6692482726027.00,0.84,4101767900.00,119095.00
8273.00,2011/1/0/0,,HQC,38.40,12.30,400000000000.00,1536000000000.00,39911829537.00,43615128701.00,118823553322.00,8221373822.00,31300000000.00,2020770212184.00,750341405385.00,1373599536645.00,0.32,6397869500.00,167845.00
8274.00,2011/1/0/0,,HRC,58.50,59.50,172609760000.00,1009767096000.00,44241734067.00,142768608239.00,191283365070.00,74203879436.00,2000000000.00,19672701182.00,46352860500.00,70098113435.00,1.02,583400000.00,9744.00
8275.00,2011/1/0/0,,HSG,13.70,8.90,1007907900000.00,1380833823000.00,30031802216.00,1394915710053.00,1597206824956.00,63337757239.00,0.00,602626968520.00,1291960921984.00,2379050501118.00,0.65,2001940300.00,144359.00
8276.00,2011/1/0/0,,HT1,6.70,4.50,1980000000000.00,1326600000000.00,-56064109165.00,914824360858.00,1205181779814.00,229445112312.00,4704157400.00,314022396603.00,1424319255534.00,3113109927843.00,0.67,215839500.00,30481.00
8277.00,2011/1/0/0,,HU3,15.10,10.90,99999440000.00,150999154400.00,3836111036.00,88894478452.00,97625652455.00,12992366476.00,0.00,172585335299.00,564307508761.00,702189679801.00,0.72,153483900.00,10498.00
8278.00,2011/1/0/0,,IJC,9.00,6.60,2741945250000.00,2467750725000.00,35017726562.00,34056689432.00,81198881972.00,193635187941.00,0.00,157630351448.00,2312438766057.00,360045400982.00,0.73,2037547100.00,213851.00
8279.00,2011/1/0/0,,ITA,12.80,9.60,3412755650000.00,4368327232000.00,32013799525.00,33263099902.00,100456870245.00,34489354400.00,0.00,2168843207538.00,2023410884371.00,1764677398530.00,0.75,6562911700.00,516246.00
8280.00,2011/1/0/0,,ITC,16.40,12.30,690866880000.00,1133021683200.00,1735376824.00,29618404622.00,37074090046.00,48730298852.00,0.00,584128295382.00,1599823856564.00,665817876214.00,0.75,5800599900.00,337672.00
8281.00,2011/1/0/0,,KBC,23.80,12.50,2957111670000.00,7037925774600.00,70597177117.00,101960503267.00,212927417108.00,581773197303.00,3012650400.00,2774455254743.00,3610766451847.00,2456597605914.00,0.53,2099735900.00,85525.00
8282.00,2011/1/0/0,,KDC,38.80,31.30,1195178810000.00,4637293782800.00,13386802409.00,417183946863.00,634748162947.00,179983106877.00,632784484400.00,978922195129.00,425588321519.00,1005139744161.00,0.81,4088061800.00,101294.00
8283.00,2011/1/0/0,,KDH,41.50,35.40,439000000000.00,1821850000000.00,15609227000.00,67903929000.00,103889400000.00,226012746000.00,0.00,763479312000.00,1447554439000.00,377995892000.00,0.85,2090086800.00,49936.00
8284.00,2011/1/0/0,,KHP,9.20,8.50,415512960000.00,382271923200.00,2401781914.00,264912970377.00,279805696343.00,368249628395.00,150000000.00,63096347956.00,95142021338.00,272836085414.00,0.92,308098700.00,33351.00
8285.00,2011/1/0/0,,KMR,5.20,4.60,324511870000.00,168746172400.00,514818803.00,50601250465.00,65778927106.00,3989954378.00,0.00,240983485714.00,79272292391.00,165009939591.00,0.88,964323500.00,185994.00
8286.00,2011/1/0/0,,L10,12.30,10.40,90000000000.00,110700000000.00,8840258511.00,206474531593.00,229349605415.00,25193737453.00,0.00,151113674017.00,86278889472.00,327781476496.00,0.85,183851800.00,14388.00
8287.00,2011/1/0/0,,LAF,17.20,15.70,133894140000.00,230297920800.00,37335103196.00,105421123246.00,161169641917.00,140059021365.00,8424570000.00,12174804345.00,192943077501.00,159101878028.00,0.91,2722617300.00,154642.00
8288.00,2011/1/0/0,,LBM,7.70,6.90,85000000000.00,65450000000.00,3078978648.00,33026666954.00,46619921356.00,40599972424.00,6000000000.00,34039072804.00,19340317395.00,48313902463.00,0.90,192860400.00,24191.00
8289.00,2011/1/0/0,,LCG,25.50,14.10,375000000000.00,956250000000.00,52813007637.00,369295916880.00,454611473100.00,18784813740.00,0.00,709695498658.00,671158066953.00,862567222543.00,0.55,6265249500.00,252170.00
8290.00,2011/1/0/0,,LGL,11.40,9.00,199992750000.00,227991735000.00,10625016484.00,60504700164.00,77343831843.00,13275752085.00,99294820629.00,248734001559.00,100928190427.00,426297681655.00,0.79,172724400.00,14318.00
8291.00,2011/1/0/0,,LSS,29.00,21.40,400000000000.00,1160000000000.00,95247455320.00,288811525323.00,438725679941.00,82840883106.00,45254179400.00,442951530072.00,709498143387.00,546930013250.00,0.74,135310300.00,4551.00
8292.00,2011/1/0/0,,MCG,13.00,10.10,546000000000.00,709800000000.00,18281667726.00,321495933945.00,352240568605.00,516201899669.00,66867853419.00,497268121257.00,571240884461.00,985506491964.00,0.78,825202600.00,62658.00
8293.00,2011/1/0/0,,MCP,10.00,10.80,81976420000.00,81976420000.00,7669072075.00,56967860348.00,73153348588.00,16519217450.00,0.00,32486879629.00,97864808637.00,77183418183.00,1.08,113582400.00,11425.00
8294.00,2011/1/0/0,,MDG,12.20,6.80,108890310000.00,132846178200.00,3970168502.00,23103084192.00,34784322874.00,20497634105.00,0.00,127834236919.00,98165105181.00,215641246939.00,0.56,810091500.00,65979.00
8295.00,2011/1/0/0,,MSN,117.00,94.00,5152723000000.00,60286859100000.00,388858000000.00,758816000000.00,1325922000000.00,3703168000000.00,1261000000000.00,461907000000.00,330615000000.00,2027040000000.00,0.80,4002254500.00,35263.00
8296.00,2011/1/0/0,,NHA,20.70,8.60,88350000000.00,182884500000.00,2075587424.00,10226149080.00,13388229850.00,942048457.00,0.00,33020339475.00,509075966.00,14023905076.00,0.42,670376000.00,29450.00
8297.00,2011/1/0/0,,NKG,24.20,20.30,230000000000.00,556600000000.00,47218540628.00,712647158280.00,795801550951.00,44279030133.00,0.00,437120438850.00,530535729776.00,888973369705.00,0.84,2231608500.00,90080.00
8298.00,2011/1/0/0,,NNC,30.00,25.60,87681750000.00,263045250000.00,15906585258.00,36463525250.00,56191454363.00,63323285142.00,0.00,24396110888.00,14891848873.00,34038584853.00,0.85,106049100.00,3335.00
8299.00,2011/1/0/0,,NTL,50.50,17.60,328000000000.00,1656400000000.00,39898901975.00,46449570387.00,93806036398.00,814136344805.00,1516537250.00,230191851328.00,990964469463.00,1184268612123.00,0.35,1014240300.00,20181.00
8300.00,2011/1/0/0,,NVT,7.30,4.10,605000000000.00,441650000000.00,2443266329.00,25075941247.00,55446158065.00,26227047942.00,35595203099.00,167536724860.00,46951780283.00,170231430943.00,0.56,1388208900.00,183708.00
8301.00,2011/1/0/0,,OGC,18.10,11.70,2500000000000.00,4525000000000.00,58086888165.00,234656878175.00,281162456083.00,197726408457.00,834331354778.00,1578355245589.00,11486619853.00,1971653914539.00,0.65,2532563500.00,140036.00
8302.00,2011/1/0/0,,OPC,33.00,39.00,81900000000.00,270270000000.00,18895889621.00,48811925277.00,101628789641.00,40393975621.00,0.00,87930418809.00,133192327385.00,57716430790.00,1.18,108515200.00,3372.00
8303.00,2011/1/0/0,,PAC,49.40,28.50,225501220000.00,1113976026800.00,26271168626.00,439377307171.00,574230565982.00,208991196149.00,0.00,100066027430.00,488228341213.00,596800041764.00,0.58,452415900.00,9146.00
8304.00,2011/1/0/0,,PAN,13.50,13.50,115500000000.00,155925000000.00,-778072648.00,43057303792.00,54003279441.00,106711521763.00,84105435650.00,30147192480.00,11420316329.00,25205110215.00,1.00,125572900.00,9250.00
8305.00,2011/1/0/0,,PDR,27.50,24.50,1302000000000.00,3580500000000.00,-14449960775.00,1388246494.00,2592126314.00,21916153792.00,0.00,173133472097.00,3386433318083.00,502371397028.00,0.89,224005000.00,8024.00
8306.00,2011/1/0/0,,PET,13.50,13.70,698420000000.00,942867000000.00,106882971075.00,2199180018897.00,2478476563703.00,537361970878.00,350000000.00,2212212341749.00,1149047588528.00,3646354031217.00,1.01,2885551300.00,216406.00
8307.00,2011/1/0/0,,PGC,8.20,5.90,264998230000.00,217298548600.00,-2850275348.00,550158982504.00,650961917859.00,63109884218.00,0.00,328005384328.00,82501825680.00,358458900369.00,0.72,212200900.00,25520.00
8308.00,2011/1/0/0,,PGD,36.90,34.90,429000000000.00,1583010000000.00,108375888870.00,546417940340.00,722329460276.00,607591464666.00,0.00,656590444570.00,7642348813.00,596747967576.00,0.95,5344225800.00,144610.00
8309.00,2011/1/0/0,,PHR,34.00,30.50,813000000000.00,2764200000000.00,197678205942.00,376457157470.00,624573958743.00,509995725084.00,43398004493.00,267334572557.00,180944286747.00,872391030898.00,0.90,847836700.00,24947.00
8310.00,2011/1/0/0,,PIT,10.20,9.80,118103210000.00,120465274200.00,7598369186.00,732123681633.00,770690086393.00,152765560306.00,3456942403.00,169702944592.00,78312050926.00,284203621197.00,0.96,199585700.00,19018.00
8311.00,2011/1/0/0,,PNJ,27.20,28.20,599991420000.00,1631976662400.00,93870615636.00,3512556320630.00,3737232654547.00,259420673254.00,0.00,128288943248.00,920020984248.00,1363547088824.00,1.04,612343800.00,21869.00
8312.00,2011/1/0/0,,POM,18.40,17.00,1874499510000.00,3449079098400.00,169445950787.00,2457785239812.00,2924717599143.00,90651093231.00,8084388889.00,2397834804833.00,3033389622488.00,4186115762176.00,0.92,129486600.00,6738.00
8313.00,2011/1/0/0,,PPC,8.90,6.20,3262350000000.00,2903491500000.00,171108054842.00,964074265958.00,1152891900309.00,632729158689.00,1782501965073.00,1708148115596.00,653319494327.00,812634119983.00,0.70,1314417100.00,145895.00
8314.00,2011/1/0/0,,PTC,13.80,12.10,100000000000.00,138000000000.00,-3971101298.00,21293940785.00,24816318679.00,33298578871.00,2358671105.00,132234613520.00,67709792905.00,175209321562.00,0.88,108035200.00,7997.00
8315.00,2011/1/0/0,,PTL,9.00,8.10,1000000000000.00,900000000000.00,9714232453.00,79635821986.00,97048264176.00,157266941978.00,4553000000.00,554920866802.00,848949539482.00,651206956374.00,0.90,838839500.00,94354.00
8316.00,2011/1/0/0,,PVD,51.50,39.40,2105082150000.00,10841173072500.00,295575795930.00,1553037373593.00,2031911300224.00,473608457100.00,20000000000.00,2167059520006.00,321002752558.00,3496906452179.00,0.77,3606676000.00,70227.00
8317.00,2011/1/0/0,,PVT,6.40,4.40,2326000000000.00,1488640000000.00,3819862417.00,857603636558.00,949709448835.00,1389894752381.00,109390679990.00,1045917608191.00,128908356053.00,1637348567792.00,0.69,703896600.00,105625.00
8318.00,2011/1/0/0,,PXI,8.50,7.90,300000000000.00,255000000000.00,16522095755.00,523924898919.00,563257885808.00,43603206132.00,0.00,768185951076.00,145171389171.00,724292315489.00,0.93,504494100.00,59712.00
8319.00,2011/1/0/0,,PXS,10.70,9.70,200000000000.00,214000000000.00,30739773993.00,149086953147.00,207616829026.00,73884860800.00,10000000000.00,157756016721.00,64930872265.00,468267729882.00,0.91,454020000.00,40282.00
8320.00,2011/1/0/0,,QCG,16.70,19.10,1215181390000.00,2029352921300.00,28772636772.00,18534770462.00,31163648686.00,22204814497.00,102002094443.00,1163881841957.00,2858030928501.00,1964360863480.00,1.14,4298288200.00,251772.00
8321.00,2011/1/0/0,,RAL,16.50,15.90,115000000000.00,189750000000.00,26604020239.00,385705798531.00,503321706387.00,56631962103.00,0.00,142089723786.00,684730374597.00,746526077475.00,0.96,556829600.00,33748.00
8322.00,2011/1/0/0,,REE,12.10,11.20,1862932890000.00,2254148796900.00,92676483000.00,263091343000.00,398963619000.00,627790520000.00,282271671000.00,667228208000.00,591350487000.00,1927186740000.00,0.93,4994049800.00,404758.00
8323.00,2011/1/0/0,,SAM,12.90,6.10,653992160000.00,843649886400.00,-21776441230.00,110066780569.00,130256221786.00,119957890022.00,84108888889.00,338371537276.00,370995997004.00,123087713465.00,0.47,2258587200.00,167145.00
8324.00,2011/1/0/0,,SAV,30.70,18.60,99634500000.00,305877915000.00,1838067827.00,101081855693.00,114443792012.00,85866534631.00,0.00,111392577194.00,210647442902.00,189820230418.00,0.61,134481500.00,4118.00
8325.00,2011/1/0/0,,SBA,5.70,5.75,500000000000.00,285000000000.00,34054668.00,20234122057.00,36107510931.00,20893009396.00,0.00,42851762737.00,356744099.00,212393942992.00,1.01,154772200.00,26200.00
8326.00,2011/1/0/0,,SBT,11.90,12.60,1419258000000.00,1688917020000.00,184060903295.00,346171109735.00,546345826060.00,6332303522.00,115477169529.00,425529915695.00,770101750253.00,678718361940.00,1.06,4453947400.00,385140.00
8327.00,2011/1/0/0,,SC5,20.60,17.60,113520000000.00,233851200000.00,5873599754.00,287337775112.00,298040048517.00,38914797089.00,0.00,196606295955.00,1134964373288.00,959743671302.00,0.85,536967500.00,25692.00
8328.00,2011/1/0/0,,SCR,12.70,9.80,1000000000000.00,1270000000000.00,2247970018.00,163433412310.00,283940928540.00,527147013127.00,984943102825.00,1584289337390.00,2458161921958.00,2541212366285.00,0.77,4393392000.00,330900.00
8329.00,2011/1/0/0,,SFI,14.90,13.20,82899818054.00,123520728900.46,6579864599.00,25941638303.00,44244083766.00,102651483894.00,34532000000.00,78744591344.00,0.00,199633902078.00,0.89,475931000.00,33480.00
8330.00,2011/1/0/0,,SGT,7.20,8.40,740019140000.00,532813780800.00,-10308759685.00,14788142607.00,29202249321.00,3472186884.00,35592291667.00,471099765154.00,20229663996.00,792521226882.00,1.17,163745000.00,22748.00
8331.00,2011/1/0/0,,SHI,15.70,10.00,250000000000.00,392500000000.00,14940145181.00,275217126687.00,339229657068.00,24453523434.00,35707682000.00,309318749238.00,376830023852.00,667325082628.00,0.64,124323100.00,7552.00
8332.00,2011/1/0/0,,SJS,42.00,27.50,1000000000000.00,4200000000000.00,927924950.00,10290835139.00,12151847204.00,77162706727.00,7591400000.00,362798348393.00,181820883217.00,1844070237535.00,0.65,5017095300.00,112434.00
8333.00,2011/1/0/0,,SMA,8.30,5.70,80600000000.00,66898000000.00,2125786562.00,108786777428.00,118527843702.00,6806662350.00,300000000.00,241994858092.00,76910749553.00,274808749934.00,0.69,202167100.00,23632.00
8334.00,2011/1/0/0,,SMC,17.10,14.10,246001050000.00,420661795500.00,31392653830.00,2006775270924.00,2104793636118.00,93250044524.00,7292413045.00,980682518420.00,877735198701.00,1764990980796.00,0.82,245226600.00,14347.00
8335.00,2011/1/0/0,,SRC,21.70,15.80,162000000000.00,351540000000.00,1120355644.00,281867750377.00,304294693546.00,7033334839.00,0.00,113973787299.00,281201938845.00,340705909545.00,0.73,1544190200.00,64083.00
8336.00,2011/1/0/0,,SVC,20.90,18.50,249955730000.00,522407475700.00,8756478145.00,1165199566483.00,1255771596455.00,118754515193.00,33700897103.00,342258997314.00,260683801046.00,882516913902.00,0.89,1318190700.00,51109.00
8337.00,2011/1/0/0,,SZL,15.90,13.00,200000000000.00,318000000000.00,7144746525.00,15378532208.00,20473769061.00,107104572424.00,162076760000.00,27821109579.00,49561791299.00,113056030720.00,0.82,480978000.00,31057.00
8338.00,2011/1/0/0,,TAC,27.00,23.80,189802000000.00,512465400000.00,15835185027.00,947822596223.00,1076587677873.00,42306294354.00,0.00,57035013859.00,637572277038.00,601058259101.00,0.88,1282754400.00,47886.00
8339.00,2011/1/0/0,,TBC,12.00,10.80,635000000000.00,762000000000.00,6406196559.00,14992641436.00,19517389343.00,19653153012.00,71253870193.00,54691983181.00,18486885767.00,21619057233.00,0.90,115241500.00,9814.00
8340.00,2011/1/0/0,,TCL,22.30,16.50,186999050000.00,417007881500.00,21513376956.00,128313356120.00,162966200950.00,31170257303.00,0.00,215556023031.00,29890153555.00,176222205701.00,0.74,151562000.00,6722.00
8341.00,2011/1/0/0,,TCM,15.50,13.40,447374860000.00,693431033000.00,73128044673.00,478747464452.00,630756554528.00,97037939790.00,568750000.00,242645708389.00,427926740338.00,682098502567.00,0.86,2419409900.00,156181.00
8342.00,2011/1/0/0,,TCT,40.60,40.00,31970000000.00,129798200000.00,22552394163.00,1214674695.00,35192890065.00,1828949917.00,120015000000.00,3066861431.00,1426049971.00,7348353866.00,0.99,134004000.00,3220.00
8343.00,2011/1/0/0,,TDC,9.70,6.90,200000000000.00,194000000000.00,19731120021.00,170982827169.00,207848747648.00,507318403990.00,26478553505.00,427310547126.00,1058586944279.00,1779328886103.00,0.71,850118200.00,85233.00
8344.00,2011/1/0/0,,TDH,23.30,16.90,378750000000.00,882487500000.00,20884670699.00,80086753394.00,120761709588.00,43856814526.00,14822062171.00,569752299540.00,450152718966.00,456034196609.00,0.73,1318141300.00,54301.00
8345.00,2011/1/0/0,,TLH,7.90,8.00,577068140000.00,455883830600.00,35632818232.00,608468340527.00,726977795958.00,45399872792.00,165072003300.00,233295649674.00,1105090111371.00,1071232703080.00,1.01,1447873500.00,180620.00
8346.00,2011/1/0/0,,TMP,10.40,9.20,700000000000.00,728000000000.00,-4969068145.00,37164988735.00,33501599239.00,3097377070.00,86686539268.00,79225002634.00,5361095536.00,91023067900.00,0.88,373057600.00,36033.00
8347.00,2011/1/0/0,,TNA,19.00,19.80,80000000000.00,152000000000.00,13796854529.00,271553675484.00,305154956598.00,6731261006.00,18000000000.00,224085635135.00,211689638820.00,349242252751.00,1.04,190347800.00,9899.00
8348.00,2011/1/0/0,,TNC,12.80,14.10,192500000000.00,246400000000.00,45600341459.00,29846056273.00,81732240247.00,114044989506.00,38500000000.00,47613760195.00,6843506492.00,63104916917.00,1.10,876478700.00,71526.00
8349.00,2011/1/0/0,,TNT,14.00,12.10,85000000000.00,119000000000.00,-4733061797.00,30000000.00,30000000.00,35748350005.00,101700.00,37169038366.00,4254096736.00,42131384926.00,0.86,215332000.00,13894.00
